Customer Order,Dist.Chl.Name,Material Group,FG Type,FG Type Desc.,Construction,Fabrication,Design Source,Business Source,Customer Group,Customer,Gender,Global Style,FG SKU,Cust.Color Code,Season,Season Year,Size,Sales Unit,FOB,Total FOB,SO Doc.Currency,Destination,Req.Delivery Date,RM In Date,Planned Cut Date,Original Ex.Factory Date,Revised Ex.Factory Date,Program Type,Program Type Desc.,Pack Qty
867553520,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF8547FCK,TF8547FCK012,DKS/CV,SA24,2024,16,PC,7.385,110.775,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867552961,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF8542CB,TF8542CB019,TR,SA24,2024,16,PC,6.251,75.012,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867547649,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF2406,TF2406002,BG,SA24,2024,8,PC,3.36,188.16,USD,Africa,2/2/24,11/28/23,12/5/23,2/2/24,1/19/24,R01,REGULAR,25
867548018,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF2722FAINS,TF2722FAINS003,BOTGA,SS23,2023,14,PC,4.417,79.506,USD,Africa,6/26/23,6/6/23,6/13/23,7/13/23,7/21/23,R01,REGULAR,10
867554906,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ2727,TJ2727002,BRTWH,SS23,2023,JM,PC,4.2,113.4,USD,Africa,5/12/23,3/13/23,3/20/23,4/6/23,6/9/23,R01,REGULAR,10
867536314,Bulk,SINGLE,SING,Single,WOVEN,SYNTHETIC,TECH PACK,REGULAR,Clubs,Uniqlo,WOMENS,341U7IW,341U7IW004,1,SS24,2024,L,PC,10.808,432.32,USD,Africa,1/1/24,11/14/23,11/20/23,12/15/23,1/19/24,F01,FASHION,30
867556318,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ3957,TJ3957022,BWRRD,SS23,2023,JXL,PC,6.475,252.525,USD,Africa,5/12/23,1/15/23,1/22/23,4/6/23,6/9/23,R01,REGULAR,10
867576465,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8541UDA,TM8541UDA001,AQR/BP,SA24,2024,XS,PC,5.838,40.866,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867536037,Bulk,SINGLE,SING,Single,KNIT,COTTON,TECH PACK,REGULAR,Workwear,Calvin Klein,MENS,0A4XUC,0A4XUC018,NV0,FA24,2024,L,PC,3.395,420.98,USD,SL ,3/28/24,2/12/24,2/19/24,2/27/24,3/26/24,R01,REGULAR,10
867547995,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF2722,TF2722006,BRTWH,SS23,2023,20,PC,4.445,4.445,USD,Africa,5/12/23,3/13/23,3/20/23,4/6/23,6/9/23,R01,REGULAR,10
867577460,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8547DZ,TM8547DZ003,CV/DKS,SA24,2024,M,PC,7.77,590.52,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867570367,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7071WP,TM7071WP067,CAV/PP,SA24,2024,XL,PC,4.662,452.214,USD,Africa,3/29/24,2/29/24,3/6/24,3/29/24,3/29/24,R01,REGULAR,25
867546143,Bulk,SINGLE,SING,Single,KNIT,COTTON,TECH PACK,REGULAR,Fashion UK,Reebok,MENS,SHB06835,SHB06835052,GREYL,SS23,2023,2XL,PC,3.094,247.52,USD,SL ,5/22/23,4/7/23,4/14/23,5/15/23,6/5/23,R01,REGULAR,10
867546879,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,BUSINESS TEAM,REGULAR,Fashion UK,Reebok,WOMENS,STK21560,STK21560003,GRM,SS24,2024,12,PC,5.026,3015.6,USD,SL ,12/22/23,11/10/23,11/16/23,12/13/23,12/22/23,F01,FASHION,20
867565245,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3522,TM3522084,EBY/CAV,SA24,2024,L,PC,4.501,63.014,USD,Africa,12/1/23,11/15/23,10/3/23,12/1/23,12/8/23,R01,REGULAR,25
867568075,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM5995,TM5995003,CAVIR,AW23,2023,L,PC,6.65,997.5,USD,Africa,12/1/23,10/16/23,10/14/23,11/10/23,12/5/23,R01,REGULAR,25
867570832,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7125,TM7125013,BD/LB/VO,SA24,2024,2XL,PC,9.73,2636.83,USD,Africa,3/1/24,12/27/23,1/4/24,3/1/24,3/1/24,R01,REGULAR,25
867556160,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ3860,TJ3860002,CBCH,SS23,2023,JM,PC,5.047,272.538,USD,Africa,5/12/23,2/24/23,3/3/23,4/6/23,5/12/23,R01,REGULAR,10
867548236,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF3474-WC,TF3474-WC004,SODBL,SS23,2023,16,PC,6.965,34.825,USD,Africa,6/30/23,5/2/23,5/9/23,6/30/23,7/7/23,R01,REGULAR,10
867576769,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8542PNE,TM8542PNE005,IB,SA24,2024,XL,PC,6.58,335.58,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867566986,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM4202,TM4202001,CVBR,SS23,2023,2XL,PC,6.643,6.643,USD,Africa,6/9/23,3/19/23,3/26/23,4/28/23,6/9/23,R01,REGULAR,10
867568381,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM6737,TM6737034,CLSSN,SA24,2024,L,PC,7.259,87.108,USD,Africa,4/1/24,2/20/24,2/27/24,3/29/24,3/29/24,R01,REGULAR,25
867548542,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF3492-UB,TF3492-UB083,WHITE,SA24,2024,12,PC,3.43,212.66,USD,Africa,2/23/24,1/17/24,12/19/23,1/26/24,2/23/24,R01,REGULAR,25
867570364,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7071WP,TM7071WP064,CAV/PP,SA24,2024,S,PC,4.662,405.594,USD,Africa,3/29/24,2/29/24,3/6/24,3/29/24,3/29/24,R01,REGULAR,25
867544443,Bulk,PACKING,ML03,Multi 03 pack,KNIT,COTTON,TECH PACK,REGULAR,Sustainable Brand,Levis,BOYS,M3110452A,M3110452A653,02A,AW24,2024,M,PAC,5.523,469.455,USD,SL ,3/12/24,12/26/23,12/27/23,2/13/24,3/12/24,R01,REGULAR,36
867563690,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3496,TM3496009,BRTWH,SS23,2023,M,PC,4.795,834.33,USD,Africa,6/5/23,4/10/23,4/17/23,5/12/23,5/12/23,R01,REGULAR,10
867561669,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM2721,TM2721025,TR,SS23,2023,L,PC,4.767,619.71,USD,Africa,6/5/23,1/23/23,1/30/23,6/9/23,6/9/23,R01,REGULAR,10
867561606,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM2443,TM2443025,DKSL,SP23,2023,3XL,PC,7.518,233.058,USD,Africa,9/4/23,7/6/23,8/17/23,8/10/23,10/6/23,R01,REGULAR,10
867552146,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF8533FCT,TF8533FCT010,PEC/BP,SA24,2024,12,PC,4.13,33.04,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867568444,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM6742,TM6742033,CLSSN,SA24,2024,L,PC,8.89,115.57,USD,Africa,4/1/24,2/20/24,2/27/24,3/29/24,3/29/24,R01,REGULAR,25
867555183,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ3492-UB,TJ3492-UB035,TRRED,AW23,2023,JXL,PC,3.178,222.46,USD,Africa,12/1/23,10/26/23,11/1/23,12/1/23,12/5/23,R01,REGULAR,25
867567774,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM5138,TM5138005,BW/CH,SS23,2023,L,PC,4.9,186.2,USD,Africa,6/19/23,5/10/23,4/30/23,5/15/23,7/21/23,R01,REGULAR,10
867570702,Bulk,PACKING,ML02,Multi 02 pack,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7098,TM7098013,DRK FST/PP,SA24,2024,M,PAC,13.839,69.195,USD,Africa,3/29/24,2/29/24,3/6/24,3/29/24,3/29/24,R01,REGULAR,25
867553791,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF9568,TF9568004,BG,SA24,2024,12,PC,6.328,474.6,USD,Africa,3/29/24,11/28/23,12/5/23,2/2/24,3/29/24,R01,REGULAR,25
867573775,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7693,TM7693005,PTGRN/EB,SA24,2024,2XL,PC,5.999,35.994,USD,Africa,3/26/24,11/7/23,11/14/23,12/22/23,3/26/24,R01,REGULAR,25
867550646,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF6918WP,TF6918WP013,CAV,SA24,2024,20,PC,4.382,8.764,USD,Africa,3/1/24,12/27/23,1/4/24,3/1/24,1/26/24,R01,REGULAR,25
867551959,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF8220,TF8220004,PECT/ARBLU,SA24,2024,14,PC,5.061,45.549,USD,Africa,3/29/24,2/29/24,3/8/24,3/29/24,3/29/24,R01,REGULAR,25
867567640,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM5086,TM5086007,SNDTMT,SS23,2023,4XL,PC,6.58,78.96,USD,Africa,10/10/23,8/27/23,9/4/23,10/10/23,11/10/23,R01,REGULAR,25
867546865,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,BUSINESS TEAM,REGULAR,Fashion UK,Reebok,WOMENS,STK21557,STK21557004,OFWHT,SS24,2024,14,PC,2.611,522.2,USD,SL ,2/15/24,11/10/23,11/16/23,12/13/23,12/29/23,F01,FASHION,20
867555764,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ3518,TJ3518003,EBOCA,SS23,2023,JS,PC,5.11,204.4,USD,Africa,4/28/23,1/15/23,1/22/23,3/23/23,5/12/23,R01,REGULAR,10
867542527,Bulk,PACKING,SING,Single,KNIT,COTTON,BUSINESS TEAM,REGULAR,Clubs,Uniqlo,MENS,EVE-TR320AU2001,EVE-TR320AU2001005,BLK,SP24,2024,2XL,PC,4.69,9.38,USD,Africa,8/28/23,6/2/23,6/5/23,6/9/23,7/7/23,F01,FASHION,20
867547450,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF2403,TF2403060,CVR,AW23,2023,16,PC,5.376,26.88,USD,Africa,12/1/23,10/26/23,11/1/23,12/1/23,12/5/23,R01,REGULAR,25
867567972,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM5952,TM5952004,CAVIR,AW23,2023,XL,PC,7.056,635.04,USD,Africa,12/1/23,10/16/23,10/14/23,11/10/23,12/1/23,R01,REGULAR,25
867554738,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ2721FAINS,TJ2721FAINS004,BRWH_,SS23,2023,JXL,PC,4.417,742.056,USD,Africa,7/13/23,7/22/23,7/22/23,7/13/23,7/21/23,R01,REGULAR,10
867574761,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8165,TM8165025,CAV/EBNYLW,SA24,2024,5XL,PC,4.634,64.876,USD,Africa,3/29/24,2/29/24,3/8/24,3/29/24,3/29/24,R01,REGULAR,25
867575388,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8533UDA,TM8533UDA010,DKS/CV,SA24,2024,M,PC,4.13,446.04,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867543795,Bulk,PACKING,ML03,Multi 03 pack,KNIT,COTTON,TECH PACK,REGULAR,Sustainable Brand,Levis,MENS,M3110452A,M3110452A005,1MT,AW23,2023,XL,PAC,5.866,93.856,USD,SL ,6/20/23,8/19/23,5/10/23,6/20/23,8/9/23,R01,REGULAR,10
867564804,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3510,TM3510012,BKR,SS23,2023,L,PC,4.088,8.176,USD,Africa,6/16/23,4/26/23,5/3/23,5/26/23,12/8/23,R01,REGULAR,10
867547172,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF2400,TF2400022,DKSL,SS23,2023,8,PC,6.867,398.286,USD,Africa,9/22/23,8/18/23,9/14/23,10/7/23,9/22/23,R01,REGULAR,25
867540040,Bulk,PACKING,ML03,Multi 03 pack,KNIT,SYNTHETIC,BUSINESS TEAM,REGULAR,Luxury 1,Jockey,MENS,6BR1T10773,6BR1T10773005,1,SP24,2024,XXL,PAC,6.958,215.698,USD,Africa,8/25/23,7/27/23,7/3/23,8/25/23,9/15/23,R01,REGULAR,24
867554645,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ2721,TJ2721033,TRU RD/BAR,SA24,2024,JM,PC,3.955,367.815,USD,Africa,2/2/24,11/28/23,12/5/23,2/2/24,1/12/24,R01,REGULAR,25
867540285,Bulk,SINGLE,SING,Single,KNIT,COTTON,TECH PACK,REGULAR,Luxury 1,Jockey,MENS,9F05P10691,9F05P10691017,ALYY,FA23,2023,L,PC,2.59,6734,USD,Africa,5/19/23,3/1/23,3/8/23,5/19/23,6/9/23,R01,REGULAR,48
867566018,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3858,TM3858070,TRBRC,SS23,2023,L,PC,7.392,147.84,USD,Africa,5/12/23,2/24/23,3/3/23,4/28/23,6/9/23,R01,REGULAR,10
867567581,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM5054,TM5054019,BRWH_,SS23,2023,4XL,PC,4.935,78.96,USD,Africa,5/26/23,5/10/23,4/30/23,5/15/23,7/21/23,R01,REGULAR,10
867556414,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ4202,TJ4202003,CVBR,SS23,2023,JS,PC,5.831,40.817,USD,Africa,5/30/23,5/19/23,5/19/23,4/28/23,6/9/23,R01,REGULAR,10
867559702,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ8544CB,TJ8544CB008,STW/BP,SA24,2024,JM,PC,8.764,70.112,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867575059,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8221NS,TM8221NS001,PECT/LEZE,SA24,2024,S,PC,8.701,17.402,USD,Africa,3/29/24,2/29/24,3/8/24,3/29/24,3/29/24,R01,REGULAR,25
867572975,Bulk,PACKING,ML02,Multi 02 pack,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7270,TM7270003,PTGRN/EB,SA24,2024,L,PAC,13.608,68.04,USD,Africa,1/29/24,11/7/23,11/14/23,12/22/23,1/12/24,R01,REGULAR,25
867559650,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ8542MT,TJ8542MT010,PEC,SA24,2024,JXL,PC,5.922,432.306,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867551878,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF8162,TF8162003,ELYE/EBNY,SA24,2024,8,PC,9.625,67.375,USD,Africa,3/29/24,2/29/24,3/8/24,3/29/24,3/29/24,R01,REGULAR,25
867572032,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7248,TM7248004,PTGRN/EB,SA24,2024,XL,PC,5.838,175.14,USD,Africa,1/29/24,11/7/23,11/14/23,12/22/23,1/12/24,R01,REGULAR,25
867553529,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF8547FCT,TF8547FCT007,PEC/BP,SA24,2024,20,PC,7.385,14.77,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867567629,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM5076,TM5076003,DKDM,SS23,2023,L,PC,5.6,1052.8,USD,Africa,10/10/23,8/27/23,9/4/23,10/10/23,12/8/23,R01,REGULAR,25
867547304,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF2402,TF2402056,TRRED,SS23,2023,12,PC,3.696,55.44,USD,Africa,6/12/23,2/28/23,3/7/23,6/9/23,6/9/23,R01,REGULAR,10
867547925,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF2721-UB,TF2721-UB039,CVR/CLPR,AW23,2023,16,PC,4.718,23.59,USD,Africa,12/1/23,10/26/23,11/1/23,12/1/23,12/5/23,R01,REGULAR,25
867563203,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3492-UB,TM3492-UB112,PCT,AW23,2023,L,PC,3.724,1042.72,USD,Africa,12/1/23,10/26/23,11/1/23,12/1/23,12/5/23,R01,REGULAR,25
867544925,Bulk,SINGLE,SING,Single,KNIT,COTTON,BUSINESS TEAM,REGULAR,Fashion UK,Reebok,BOYS,OM3R02755,OM3R02755140,YLLW,SS24,2024,13-14Y,PC,1.33,166.25,USD,SL ,12/15/23,9/16/23,9/21/23,12/8/23,10/16/23,F01,FASHION,20
867562070,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM2722FAINS,TM2722FAINS042,BTGDN,SS23,2023,M,PC,4.739,3412.08,USD,Africa,5/12/23,2/10/23,2/17/23,3/6/23,5/12/23,R01,REGULAR,10
867567577,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM5054,TM5054015,CHRED,SS23,2023,S,PC,4.935,148.05,USD,Africa,5/26/23,5/10/23,4/30/23,5/15/23,7/21/23,R01,REGULAR,10
867546535,Bulk,SINGLE,SING,Single,KNIT,COTTON,TECH PACK,REGULAR,Fashion UK,Reebok,MENS,SHK13288,SHK13288016,TRBLK,SS23,2023,XL,PC,9.8,127.4,USD,SL ,5/22/23,4/7/23,4/14/23,5/15/23,6/5/23,R01,REGULAR,10
867540152,Bulk,PACKING,ML03,Multi 03 pack,KNIT,COTTON,TECH PACK,REGULAR,Luxury 1,Jockey,MENS,9BR1L10013,9BR1L10013004,BLCCK,FA23,2023,XL,PAC,4.921,472.416,USD,Africa,6/9/23,2/27/23,3/6/23,6/9/23,6/9/23,R01,REGULAR,24
867576376,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8541MKD,TM8541MKD004,AQR/BP,SA24,2024,L,PC,5.838,198.492,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867566083,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3860,TM3860001,CBCH,SS23,2023,L,PC,6.041,120.82,USD,Africa,5/12/23,2/24/23,3/3/23,4/6/23,6/9/23,R01,REGULAR,10
867546520,Bulk,SINGLE,SING,Single,KNIT,COTTON,TECH PACK,REGULAR,Fashion UK,Reebok,MENS,SHK13288,SHK13288001,NVY,SS23,2023,2XL,PC,9.8,98,USD,SL ,5/22/23,4/7/23,4/14/23,5/15/23,6/5/23,R01,REGULAR,10
867545488,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,BUSINESS TEAM,REGULAR,Fashion UK,Reebok,WOMENS,OMR02783,OMR02783009,BLK_003,SS24,2024,14,PC,4.865,973,USD,SL ,12/22/23,11/10/23,11/15/23,11/8/23,1/19/24,F01,FASHION,20
867566655,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3957,TM3957025,BWRRD,SS23,2023,L,PC,7.161,35.805,USD,Africa,5/12/23,1/15/23,1/22/23,4/6/23,5/12/23,R01,REGULAR,10
867537002,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,BUSINESS TEAM,REGULAR,Jacket Customer,Tommy Hilfiger,UNISEX,5200010A,5200010A023,3940,EA24,2024,146 CM,PC,5.32,31.92,USD,SL ,3/26/24,2/20/24,2/26/24,3/26/24,3/29/24,R01,REGULAR,20
867553349,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF8546BRN,TF8546BRN001,DKS/CV,SA24,2024,8,PC,5.852,35.112,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867560025,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ8547UDA,TJ8547UDA006,PEC/BP,SA24,2024,JXS,PC,6.993,83.916,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867562831,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3492,TM3492265,BKN RD,SA24,2024,S,PC,3.822,428.064,USD,Africa,3/29/24,11/28/23,12/5/23,2/2/24,3/29/24,R01,REGULAR,25
867561995,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM2722,TM2722030,TRDBC,SS23,2023,XL,PC,4.522,226.1,USD,Africa,5/4/23,12/22/22,12/29/22,4/11/23,8/23/23,R01,REGULAR,10
867550439,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF6810,TF6810002,CAV/DAPRL,SA24,2024,10,PC,4.865,9.73,USD,Africa,12/18/23,10/10/23,10/17/23,12/2/23,12/22/23,R01,REGULAR,25
867561243,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM2403-UB,TM2403-UB022,PCT,AW23,2023,L,PC,5.369,1503.32,USD,Africa,12/1/23,10/26/23,11/1/23,12/1/23,12/5/23,R01,REGULAR,25
867536501,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,BUSINESS TEAM,REGULAR,Clubs,Uniqlo,MENS,361R6JW,361R6JW001,Q03,SS24,2024,XS,PC,3.745,749,USD,Africa,9/22/23,8/23/23,8/28/23,9/22/23,9/22/23,R01,REGULAR,35
867538487,Bulk,PACKING,SING,Single,KNIT,SYNTHETIC,BUSINESS TEAM,REGULAR,Jacket Customer,Tommy Hilfiger,UNISEX,5200353A,5200353A004,011D,SS24,2024,122 CM,PC,2.975,29.75,USD,SL ,11/13/23,9/27/23,10/2/23,11/3/23,11/10/23,F01,FASHION,20
867543312,Bulk,SINGLE,SING,Single,KNIT,COTTON,TECH PACK,REGULAR,Workwear,Calvin Klein,BOYS,KS4552,KS4552087,GL,FA23,2023,S,PC,3.472,3343.536,USD,SL ,9/7/23,7/29/23,8/5/23,9/5/23,9/5/23,R01,REGULAR,10
867571760,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7189,TM7189005,CAV/VVGRN,SA24,2024,2XL,PC,4.627,41.643,USD,Africa,3/8/24,1/5/24,1/4/24,3/8/24,3/8/24,R01,REGULAR,25
867567363,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM4332,TM4332018,SCBLU,SS23,2023,XL,PC,7.175,35.875,USD,Africa,5/12/23,3/19/23,3/26/23,4/28/23,6/9/23,R01,REGULAR,10
867556014,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ3578,TJ3578011,INKBE,SS23,2023,JS,PC,3.472,104.16,USD,Africa,4/28/23,1/30/23,2/6/23,3/30/23,5/12/23,R01,REGULAR,10
