Customer Order,Dist.Chl.Name,Material Group,FG Type,FG Type Desc.,Construction,Fabrication,Design Source,Business Source,Customer Group,Customer,Gender,Global Style,FG SKU,Cust.Color Code,Season,Season Year,Size,Order Qty,Sales Unit,FOB,Total FOB,SO Doc.Currency,Destination,Req.Delivery Date,RM In Date,Planned Cut Date,Original Ex.Factory Date,Revised Ex.Factory Date,Program Type,Program Type Desc.,Pack Qty
867541738,Bulk,SINGLE,SING,Single,WOVEN,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,CMD10924,CMD10924002,CAV,SA24,2024,S,112,PC,10.352999999999998,1159.5359999999998,USD,Africa,2024-02-09,2024-01-03,2024-01-08,2024-02-09,2024-02-09,R01,REGULAR,25
867549953,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF5452,TF5452004,DUKGN,AW23,2023,14,80,PC,6.4399999999999995,515.1999999999999,USD,Africa,2023-10-27,2023-09-29,2023-09-04,2023-10-08,2023-11-10,R01,REGULAR,25
867573634,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7533,TM7533005,PCT/CRNT B,SA24,2024,XS,7,PC,4.585,32.095,USD,Africa,2024-03-26,2023-12-19,2023-12-26,2024-02-16,2024-03-26,R01,REGULAR,25
867558598,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ7492R,TJ7492R001,CAV,SA24,2024,JS,78,PC,6.132,478.296,USD,Africa,2024-02-16,2023-12-19,2023-12-26,2024-02-16,2024-01-30,R01,REGULAR,25
867577672,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8549FCK,TM8549FCK006,TR/BC,SA24,2024,2XL,11,PC,3.605,39.655,USD,Africa,2024-03-29,2024-02-23,2024-03-01,2024-03-29,2024-03-29,R01,REGULAR,25
867553520,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF8547FCK,TF8547FCK012,DKS/CV,SA24,2024,16,15,PC,7.385,110.775,USD,Africa,2024-03-29,2024-02-23,2024-03-01,2024-03-29,2024-03-29,R01,REGULAR,25
867552961,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF8542CB,TF8542CB019,TR,SA24,2024,16,12,PC,6.2509999999999994,75.012,USD,Africa,2024-03-29,2024-02-23,2024-03-01,2024-03-29,2024-03-29,R01,REGULAR,25
867547649,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF2406,TF2406002,BG,SA24,2024,8,56,PC,3.36,188.16,USD,Africa,2024-02-02,2023-11-28,2023-12-05,2024-02-02,2024-01-19,R01,REGULAR,25
867548018,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF2722FAINS,TF2722FAINS003,BOTGA,SS23,2023,14,18,PC,4.417,79.506,USD,Africa,2023-06-26,2023-06-06,2023-06-13,2023-07-13,2023-07-21,R01,REGULAR,10
867554906,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ2727,TJ2727002,BRTWH,SS23,2023,JM,27,PC,4.199999999999999,113.39999999999998,USD,Africa,2023-05-12,2023-03-13,2023-03-20,2023-04-06,2023-06-09,R01,REGULAR,10
867536314,Bulk,SINGLE,SING,Single,WOVEN,SYNTHETIC,TECH PACK,REGULAR,Clubs,Uniqlo,WOMENS,341U7IW,341U7IW004,001,SS24,2024,L,40,PC,10.808,432.32,USD,Africa,2024-01-01,2023-11-14,2023-11-20,2023-12-15,2024-01-19,F01,FASHION,30
867556318,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ3957,TJ3957022,BWRRD,SS23,2023,JXL,39,PC,6.475,252.525,USD,Africa,2023-05-12,2023-01-15,2023-01-22,2023-04-06,2023-06-09,R01,REGULAR,10
867576465,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8541UDA,TM8541UDA001,AQR/BP,SA24,2024,XS,7,PC,5.837999999999999,40.86599999999999,USD,Africa,2024-03-29,2024-02-23,2024-03-01,2024-03-29,2024-03-29,R01,REGULAR,25
867536037,Bulk,SINGLE,SING,Single,KNIT,COTTON,TECH PACK,REGULAR,Workwear,Calvin Klein,MENS,0A4XUC,0A4XUC018,NV0,FA24,2024,L,124,PC,3.3949999999999996,420.98,USD,SL ,2024-03-28,2024-02-12,2024-02-19,2024-02-27,2024-03-26,R01,REGULAR,10
867547995,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF2722,TF2722006,BRTWH,SS23,2023,20,1,PC,4.444999999999999,4.444999999999999,USD,Africa,2023-05-12,2023-03-13,2023-03-20,2023-04-06,2023-06-09,R01,REGULAR,10
867577460,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8547DZ,TM8547DZ003,CV/DKS,SA24,2024,M,76,PC,7.77,590.52,USD,Africa,2024-03-29,2024-02-23,2024-03-01,2024-03-29,2024-03-29,R01,REGULAR,25
867570367,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7071WP,TM7071WP067,CAV/PP,SA24,2024,XL,97,PC,4.662,452.214,USD,Africa,2024-03-29,2024-02-29,2024-03-06,2024-03-29,2024-03-29,R01,REGULAR,25
867546143,Bulk,SINGLE,SING,Single,KNIT,COTTON,TECH PACK,REGULAR,Fashion UK,Reebok,MENS,SHB06835,SHB06835052,GREYL,SS23,2023,2XL,80,PC,3.094,247.52,USD,SL ,2023-05-22,2023-04-07,2023-04-14,2023-05-15,2023-06-05,R01,REGULAR,10
867546879,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,BUSINESS TEAM,REGULAR,Fashion UK,Reebok,WOMENS,STK21560,STK21560003,GRM,SS24,2024,12,600,PC,5.026,3015.6,USD,SL ,2023-12-22,2023-11-10,2023-11-16,2023-12-13,2023-12-22,F01,FASHION,20
867565245,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3522,TM3522084,EBY/CAV,SA24,2024,L,14,PC,4.5009999999999994,63.014,USD,Africa,2023-12-01,2023-11-15,2023-10-03,2023-12-01,2023-12-08,R01,REGULAR,25
867568075,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM5995,TM5995003,CAVIR,AW23,2023,L,150,PC,6.6499999999999995,997.5,USD,Africa,2023-12-01,2023-10-16,2023-10-14,2023-11-10,2023-12-05,R01,REGULAR,25
867570832,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7125,TM7125013,BD/LB/VO,SA24,2024,2XL,271,PC,9.73,2636.83,USD,Africa,2024-03-01,2023-12-27,2024-01-04,2024-03-01,2024-03-01,R01,REGULAR,25
867556160,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ3860,TJ3860002,CBCH,SS23,2023,JM,54,PC,5.047,272.538,USD,Africa,2023-05-12,2023-02-24,2023-03-03,2023-04-06,2023-05-12,R01,REGULAR,10
867548236,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF3474-WC,TF3474-WC004,SODBL,SS23,2023,16,5,PC,6.964999999999999,34.824999999999996,USD,Africa,2023-06-30,2023-05-02,2023-05-09,2023-06-30,2023-07-07,R01,REGULAR,10
867576769,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8542PNE,TM8542PNE005,IB,SA24,2024,XL,51,PC,6.58,335.58,USD,Africa,2024-03-29,2024-02-23,2024-03-01,2024-03-29,2024-03-29,R01,REGULAR,25
867566986,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM4202,TM4202001,CVBR,SS23,2023,2XL,1,PC,6.643,6.643,USD,Africa,2023-06-09,2023-03-19,2023-03-26,2023-04-28,2023-06-09,R01,REGULAR,10
867568381,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM6737,TM6737034,CLSSN,SA24,2024,L,12,PC,7.258999999999999,87.10799999999998,USD,Africa,2024-04-01,2024-02-20,2024-02-27,2024-03-29,2024-03-29,R01,REGULAR,25
867548542,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF3492-UB,TF3492-UB083,WHITE,SA24,2024,12,62,PC,3.43,212.66,USD,Africa,2024-02-23,2024-01-17,2023-12-19,2024-01-26,2024-02-23,R01,REGULAR,25
867570364,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7071WP,TM7071WP064,CAV/PP,SA24,2024,S,87,PC,4.662,405.594,USD,Africa,2024-03-29,2024-02-29,2024-03-06,2024-03-29,2024-03-29,R01,REGULAR,25
867544443,Bulk,PACKING,ML03,Multi 03 pack,KNIT,COTTON,TECH PACK,REGULAR,Sustainable Brand,Levis,BOYS,M3110452A,M3110452A653,02A,AW24,2024,M,85,PAC,5.523,469.455,USD,SL ,2024-03-12,2023-12-26,2023-12-27,2024-02-13,2024-03-12,R01,REGULAR,36
867563690,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3496,TM3496009,BRTWH,SS23,2023,M,174,PC,4.794999999999999,834.3299999999998,USD,Africa,2023-06-05,2023-04-10,2023-04-17,2023-05-12,2023-05-12,R01,REGULAR,10
867561669,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM2721,TM2721025,TR,SS23,2023,L,130,PC,4.7669999999999995,619.7099999999999,USD,Africa,2023-06-05,2023-01-23,2023-01-30,2023-06-09,2023-06-09,R01,REGULAR,10
867561606,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM2443,TM2443025,DKSL,SP23,2023,3XL,31,PC,7.518,233.058,USD,Africa,2023-09-04,2023-07-06,2023-08-17,2023-08-10,2023-10-06,R01,REGULAR,10
867552146,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF8533FCT,TF8533FCT010,PEC/BP,SA24,2024,12,8,PC,4.13,33.04,USD,Africa,2024-03-29,2024-02-23,2024-03-01,2024-03-29,2024-03-29,R01,REGULAR,25
867568444,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM6742,TM6742033,CLSSN,SA24,2024,L,13,PC,8.889999999999999,115.56999999999998,USD,Africa,2024-04-01,2024-02-20,2024-02-27,2024-03-29,2024-03-29,R01,REGULAR,25
867555183,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ3492-UB,TJ3492-UB035,TRRED,AW23,2023,JXL,70,PC,3.178,222.46,USD,Africa,2023-12-01,2023-10-26,2023-11-01,2023-12-01,2023-12-05,R01,REGULAR,25
867567774,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM5138,TM5138005,BW/CH,SS23,2023,L,38,PC,4.8999999999999995,186.2,USD,Africa,2023-06-19,2023-05-10,2023-04-30,2023-05-15,2023-07-21,R01,REGULAR,10
867570702,Bulk,PACKING,ML02,Multi 02 pack,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7098,TM7098013,DRK FST/PP,SA24,2024,M,5,PAC,13.839,69.195,USD,Africa,2024-03-29,2024-02-29,2024-03-06,2024-03-29,2024-03-29,R01,REGULAR,25
867553791,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF9568,TF9568004,BG,SA24,2024,12,75,PC,6.327999999999999,474.6,USD,Africa,2024-03-29,2023-11-28,2023-12-05,2024-02-02,2024-03-29,R01,REGULAR,25
867573775,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7693,TM7693005,PTGRN/EB,SA24,2024,2XL,6,PC,5.999,35.994,USD,Africa,2024-03-26,2023-11-07,2023-11-14,2023-12-22,2024-03-26,R01,REGULAR,25
867550646,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF6918WP,TF6918WP013,CAV,SA24,2024,20,2,PC,4.382,8.764,USD,Africa,2024-03-01,2023-12-27,2024-01-04,2024-03-01,2024-01-26,R01,REGULAR,25
867551959,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF8220,TF8220004,PECT/ARBLU,SA24,2024,14,9,PC,5.061,45.549,USD,Africa,2024-03-29,2024-02-29,2024-03-08,2024-03-29,2024-03-29,R01,REGULAR,25
867567640,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM5086,TM5086007,SNDTMT,SS23,2023,4XL,12,PC,6.58,78.96000000000001,USD,Africa,2023-10-10,2023-08-27,2023-09-04,2023-10-10,2023-11-10,R01,REGULAR,25
867546865,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,BUSINESS TEAM,REGULAR,Fashion UK,Reebok,WOMENS,STK21557,STK21557004,OFWHT,SS24,2024,14,200,PC,2.611,522.1999999999999,USD,SL ,2024-02-15,2023-11-10,2023-11-16,2023-12-13,2023-12-29,F01,FASHION,20
867555764,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ3518,TJ3518003,EBOCA,SS23,2023,JS,40,PC,5.109999999999999,204.4,USD,Africa,2023-04-28,2023-01-15,2023-01-22,2023-03-23,2023-05-12,R01,REGULAR,10
867542527,Bulk,PACKING,SING,Single,KNIT,COTTON,BUSINESS TEAM,REGULAR,Clubs,Uniqlo,MENS,EVE-TR320AU2001,EVE-TR320AU2001005,BLK,SP24,2024,2XL,2,PC,4.6899999999999995,9.38,USD,Africa,2023-08-28,2023-06-02,2023-06-05,2023-06-09,2023-07-07,F01,FASHION,20
867547450,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF2403,TF2403060,CVR,AW23,2023,16,5,PC,5.3759999999999994,26.879999999999995,USD,Africa,2023-12-01,2023-10-26,2023-11-01,2023-12-01,2023-12-05,R01,REGULAR,25
867567972,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM5952,TM5952004,CAVIR,AW23,2023,XL,90,PC,7.055999999999999,635.04,USD,Africa,2023-12-01,2023-10-16,2023-10-14,2023-11-10,2023-12-01,R01,REGULAR,25
867554738,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ2721FAINS,TJ2721FAINS004,BRWH_,SS23,2023,JXL,168,PC,4.417,742.0559999999999,USD,Africa,2023-07-13,2023-07-22,2023-07-22,2023-07-13,2023-07-21,R01,REGULAR,10
867574761,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8165,TM8165025,CAV/EBNYLW,SA24,2024,5XL,14,PC,4.6339999999999995,64.87599999999999,USD,Africa,2024-03-29,2024-02-29,2024-03-08,2024-03-29,2024-03-29,R01,REGULAR,25
867575388,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8533UDA,TM8533UDA010,DKS/CV,SA24,2024,M,108,PC,4.13,446.04,USD,Africa,2024-03-29,2024-02-23,2024-03-01,2024-03-29,2024-03-29,R01,REGULAR,25
867543795,Bulk,PACKING,ML03,Multi 03 pack,KNIT,COTTON,TECH PACK,REGULAR,Sustainable Brand,Levis,MENS,M3110452A,M3110452A005,1MT,AW23,2023,XL,16,PAC,5.8660000000000005,93.856,USD,SL ,2023-06-20,2023-08-19,2023-05-10,2023-06-20,2023-08-09,R01,REGULAR,10
867564804,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3510,TM3510012,BKR,SS23,2023,L,2,PC,4.088,8.176,USD,Africa,2023-06-16,2023-04-26,2023-05-03,2023-05-26,2023-12-08,R01,REGULAR,10
867547172,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF2400,TF2400022,DKSL,SS23,2023,8,58,PC,6.867,398.286,USD,Africa,2023-09-22,2023-08-18,2023-09-14,2023-10-07,2023-09-22,R01,REGULAR,25
867540040,Bulk,PACKING,ML03,Multi 03 pack,KNIT,SYNTHETIC,BUSINESS TEAM,REGULAR,Luxury 1,Jockey,MENS,6BR1T10773,6BR1T10773005,001,SP24,2024,XXL,31,PAC,6.957999999999999,215.698,USD,Africa,2023-08-25,2023-07-27,2023-07-03,2023-08-25,2023-09-15,R01,REGULAR,24
867554645,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ2721,TJ2721033,TRU RD/BAR,SA24,2024,JM,93,PC,3.955,367.815,USD,Africa,2024-02-02,2023-11-28,2023-12-05,2024-02-02,2024-01-12,R01,REGULAR,25
867540285,Bulk,SINGLE,SING,Single,KNIT,COTTON,TECH PACK,REGULAR,Luxury 1,Jockey,MENS,9F05P10691,9F05P10691017,ALYY,FA23,2023,L,2600,PC,2.59,6734.0,USD,Africa,2023-05-19,2023-03-01,2023-03-08,2023-05-19,2023-06-09,R01,REGULAR,48
867566018,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3858,TM3858070,TRBRC,SS23,2023,L,20,PC,7.392,147.83999999999995,USD,Africa,2023-05-12,2023-02-24,2023-03-03,2023-04-28,2023-06-09,R01,REGULAR,10
867567581,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM5054,TM5054019,BRWH_,SS23,2023,4XL,16,PC,4.935,78.96,USD,Africa,2023-05-26,2023-05-10,2023-04-30,2023-05-15,2023-07-21,R01,REGULAR,10
867556414,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ4202,TJ4202003,CVBR,SS23,2023,JS,7,PC,5.8309999999999995,40.81699999999999,USD,Africa,2023-05-30,2023-05-19,2023-05-19,2023-04-28,2023-06-09,R01,REGULAR,10
867559702,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ8544CB,TJ8544CB008,STW/BP,SA24,2024,JM,8,PC,8.764,70.112,USD,Africa,2024-03-29,2024-02-23,2024-03-01,2024-03-29,2024-03-29,R01,REGULAR,25
867575059,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8221NS,TM8221NS001,PECT/LEZE,SA24,2024,S,2,PC,8.700999999999999,17.401999999999997,USD,Africa,2024-03-29,2024-02-29,2024-03-08,2024-03-29,2024-03-29,R01,REGULAR,25
867572975,Bulk,PACKING,ML02,Multi 02 pack,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7270,TM7270003,PTGRN/EB,SA24,2024,L,5,PAC,13.608,68.04,USD,Africa,2024-01-29,2023-11-07,2023-11-14,2023-12-22,2024-01-12,R01,REGULAR,25
867559650,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ8542MT,TJ8542MT010,PEC,SA24,2024,JXL,73,PC,5.922000000000001,432.306,USD,Africa,2024-03-29,2024-02-23,2024-03-01,2024-03-29,2024-03-29,R01,REGULAR,25
867551878,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF8162,TF8162003,ELYE/EBNY,SA24,2024,8,7,PC,9.625,67.375,USD,Africa,2024-03-29,2024-02-29,2024-03-08,2024-03-29,2024-03-29,R01,REGULAR,25
867572032,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7248,TM7248004,PTGRN/EB,SA24,2024,XL,30,PC,5.837999999999999,175.14,USD,Africa,2024-01-29,2023-11-07,2023-11-14,2023-12-22,2024-01-12,R01,REGULAR,25
867553529,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF8547FCT,TF8547FCT007,PEC/BP,SA24,2024,20,2,PC,7.385,14.77,USD,Africa,2024-03-29,2024-02-23,2024-03-01,2024-03-29,2024-03-29,R01,REGULAR,25
867567629,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM5076,TM5076003,DKDM,SS23,2023,L,188,PC,5.6,1052.8,USD,Africa,2023-10-10,2023-08-27,2023-09-04,2023-10-10,2023-12-08,R01,REGULAR,25
867547304,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF2402,TF2402056,TRRED,SS23,2023,12,15,PC,3.696,55.44,USD,Africa,2023-06-12,2023-02-28,2023-03-07,2023-06-09,2023-06-09,R01,REGULAR,10
867547925,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF2721-UB,TF2721-UB039,CVR/CLPR,AW23,2023,16,5,PC,4.718,23.59,USD,Africa,2023-12-01,2023-10-26,2023-11-01,2023-12-01,2023-12-05,R01,REGULAR,25
867563203,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3492-UB,TM3492-UB112,PCT,AW23,2023,L,280,PC,3.724,1042.72,USD,Africa,2023-12-01,2023-10-26,2023-11-01,2023-12-01,2023-12-05,R01,REGULAR,25
867544925,Bulk,SINGLE,SING,Single,KNIT,COTTON,BUSINESS TEAM,REGULAR,Fashion UK,Reebok,BOYS,OM3R02755,OM3R02755140,YLLW,SS24,2024,13-14Y,125,PC,1.3299999999999998,166.24999999999997,USD,SL ,2023-12-15,2023-09-16,2023-09-21,2023-12-08,2023-10-16,F01,FASHION,20
867562070,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM2722FAINS,TM2722FAINS042,BTGDN,SS23,2023,M,720,PC,4.738999999999999,3412.0799999999995,USD,Africa,2023-05-12,2023-02-10,2023-02-17,2023-03-06,2023-05-12,R01,REGULAR,10
867567577,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM5054,TM5054015,CHRED,SS23,2023,S,30,PC,4.935,148.04999999999998,USD,Africa,2023-05-26,2023-05-10,2023-04-30,2023-05-15,2023-07-21,R01,REGULAR,10
867546535,Bulk,SINGLE,SING,Single,KNIT,COTTON,TECH PACK,REGULAR,Fashion UK,Reebok,MENS,SHK13288,SHK13288016,TRBLK,SS23,2023,XL,13,PC,9.8,127.4,USD,SL ,2023-05-22,2023-04-07,2023-04-14,2023-05-15,2023-06-05,R01,REGULAR,10
867540152,Bulk,PACKING,ML03,Multi 03 pack,KNIT,COTTON,TECH PACK,REGULAR,Luxury 1,Jockey,MENS,9BR1L10013,9BR1L10013004,BLCCK,FA23,2023,XL,96,PAC,4.921,472.41600000000005,USD,Africa,2023-06-09,2023-02-27,2023-03-06,2023-06-09,2023-06-09,R01,REGULAR,24
867576376,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8541MKD,TM8541MKD004,AQR/BP,SA24,2024,L,34,PC,5.837999999999999,198.49199999999996,USD,Africa,2024-03-29,2024-02-23,2024-03-01,2024-03-29,2024-03-29,R01,REGULAR,25
867566083,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3860,TM3860001,CBCH,SS23,2023,L,20,PC,6.041,120.82,USD,Africa,2023-05-12,2023-02-24,2023-03-03,2023-04-06,2023-06-09,R01,REGULAR,10
867546520,Bulk,SINGLE,SING,Single,KNIT,COTTON,TECH PACK,REGULAR,Fashion UK,Reebok,MENS,SHK13288,SHK13288001,NVY,SS23,2023,2XL,10,PC,9.8,98.0,USD,SL ,2023-05-22,2023-04-07,2023-04-14,2023-05-15,2023-06-05,R01,REGULAR,10
867545488,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,BUSINESS TEAM,REGULAR,Fashion UK,Reebok,WOMENS,OMR02783,OMR02783009,BLK_003,SS24,2024,14,200,PC,4.865,973.0,USD,SL ,2023-12-22,2023-11-10,2023-11-15,2023-11-08,2024-01-19,F01,FASHION,20
867566655,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3957,TM3957025,BWRRD,SS23,2023,L,5,PC,7.161,35.805,USD,Africa,2023-05-12,2023-01-15,2023-01-22,2023-04-06,2023-05-12,R01,REGULAR,10
867537002,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,BUSINESS TEAM,REGULAR,Jacket Customer,Tommy Hilfiger,UNISEX,5200010A,5200010A023,3940,EA24,2024,146 CM,6,PC,5.319999999999999,31.919999999999995,USD,SL ,2024-03-26,2024-02-20,2024-02-26,2024-03-26,2024-03-29,R01,REGULAR,20
867553349,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF8546BRN,TF8546BRN001,DKS/CV,SA24,2024,8,6,PC,5.851999999999999,35.111999999999995,USD,Africa,2024-03-29,2024-02-23,2024-03-01,2024-03-29,2024-03-29,R01,REGULAR,25
867560025,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ8547UDA,TJ8547UDA006,PEC/BP,SA24,2024,JXS,12,PC,6.992999999999999,83.916,USD,Africa,2024-03-29,2024-02-23,2024-03-01,2024-03-29,2024-03-29,R01,REGULAR,25
